iter	Passed	Remaining
3266	6656	13718
3267	6658	13716
3268	6659	13713
3269	6662	13712
3270	6664	13710
3271	6667	13709
3272	6669	13707
3273	6671	13706
3274	6673	13703
3275	6675	13702
3276	6677	13699
3277	6679	13698
3278	6682	13697
3279	6684	13694
3280	6685	13691
3281	6687	13689
3282	6689	13686
3283	6691	13684
3284	6693	13682
3285	6695	13680
3286	6697	13677
3287	6699	13675
3288	6701	13674
3289	6703	13671
3290	6705	13669
3291	6707	13667
3292	6709	13664
3293	6710	13661
3294	6712	13658
3295	6713	13655
3296	6715	13653
3297	6717	13651
3298	6720	13650
3299	6722	13648
3300	6724	13646
3301	6726	13644
3302	6728	13641
3303	6729	13638
3304	6731	13636
3305	6733	13634
3306	6736	13633
3307	6737	13630
3308	6739	13627
3309	6741	13625
3310	6744	13625
3311	6746	13623
3312	6749	13623
3313	6752	13622
3314	6754	13621
3315	6756	13619
3316	6759	13618
3317	6761	13616
3318	6764	13615
3319	6766	13614
3320	6768	13611
3321	6769	13609
3322	6771	13606
3323	6774	13606
3324	6776	13603
3325	6778	13601
3326	6780	13600
3327	6783	13598
3328	6784	13596
3329	6786	13593
3330	6788	13591
3331	6790	13588
3332	6792	13586
3333	6794	13584
3334	6796	13582
3335	6798	13579
3336	6799	13577
3337	6802	13576
3338	6804	13573
3339	6805	13571
3340	6807	13568
3341	6810	13567
3342	6812	13565
3343	6814	13563
3344	6816	13561
3345	6819	13560
3346	6820	13557
3347	6823	13556
3348	6825	13554
3349	6827	13552
3350	6828	13549
3351	6830	13547
3352	6832	13544
3353	6834	13541
3354	6835	13539
3355	6837	13536
3356	6839	13534
3357	6841	13532
3358	6843	13530
3359	6845	13528
3360	6847	13525
3361	6849	13523
3362	6851	13521
3363	6853	13519
3364	6855	13517
3365	6857	13514
3366	6860	13514
3367	6861	13511
3368	6863	13508
3369	6865	13506
3370	6867	13503
3371	6869	13503
3372	6871	13500
3373	6873	13498
3374	6875	13495
3375	6877	13493
3376	6878	13490
3377	6881	13489
3378	6883	13486
3379	6884	13484
3380	6886	13481
3381	6888	13480
3382	6891	13479
3383	6892	13475
3384	6894	13473
3385	6896	13471
3386	6898	13469
3387	6900	13467
3388	6902	13464
3389	6904	13462
3390	6906	13459
3391	6907	13457
3392	6909	13454
3393	6910	13451
3394	6912	13448
3395	6914	13445
3396	6916	13443
3397	6917	13440
3398	6919	13437
3399	6921	13434
3400	6923	13433
3401	6925	13431
3402	6927	13429
3403	6929	13426
3404	6931	13425
3405	6933	13423
3406	6935	13420
3407	6937	13418
3408	6939	13417
3409	6941	13414
3410	6944	13414
3411	6946	13413
3412	6948	13410
3413	6951	13409
3414	6952	13406
3415	6954	13404
3416	6956	13402
3417	6958	13399
3418	6960	13397
3419	6961	13394
3420	6963	13392
3421	6965	13390
3422	6967	13387
3423	6969	13385
3424	6971	13382
3425	6974	13382
3426	6976	13381
3427	6978	13379
3428	6980	13377
3429	6982	13375
3430	6985	13374
3431	6987	13371
3432	6989	13369
3433	6990	13367
3434	6992	13364
3435	6994	13362
3436	6996	13359
3437	6998	13357
3438	7000	13355
3439	7002	13353
3440	7004	13350
3441	7005	13348
3442	7007	13345
3443	7009	13343
3444	7012	13342
3445	7013	13339
3446	7015	13337
3447	7017	13334
3448	7019	13332
3449	7021	13330
3450	7023	13327
3451	7024	13325
3452	7027	13323
3453	7028	13320
3454	7030	13318
3455	7031	13315
3456	7033	13312
3457	7035	13310
3458	7037	13308
3459	7039	13305
3460	7041	13303
3461	7042	13300
3462	7044	13297
3463	7046	13295
3464	7048	13293
3465	7050	13290
3466	7052	13288
3467	7053	13286
3468	7055	13283
3469	7057	13280
3470	7058	13277
3471	7061	13276
3472	7062	13273
3473	7065	13271
3474	7067	13269
3475	7068	13267
3476	7071	13265
3477	7073	13264
3478	7075	13261
3479	7076	13259
3480	7078	13256
3481	7080	13253
3482	7082	13251
3483	7083	13248
3484	7085	13245
3485	7087	13243
3486	7089	13241
3487	7091	13239
3488	7093	13238
3489	7095	13236
3490	7098	13234
3491	7100	13233
3492	7102	13230
3493	7104	13228
3494	7107	13227
3495	7108	13225
3496	7111	13224
3497	7113	13222
3498	7115	13221
3499	7117	13218
3500	7119	13216
3501	7122	13216
3502	7124	13213
3503	7126	13211
3504	7128	13208
3505	7130	13207
3506	7132	13204
3507	7134	13202
3508	7135	13200
3509	7137	13197
3510	7139	13194
3511	7141	13192
3512	7142	13188
3513	7144	13186
3514	7146	13184
3515	7148	13182
3516	7150	13181
3517	7152	13179
3518	7154	13176
3519	7156	13174
3520	7158	13171
3521	7159	13167
3522	7160	13164
3523	7162	13162
3524	7164	13159
3525	7165	13157
3526	7167	13154
3527	7169	13151
3528	7171	13149
3529	7172	13146
3530	7175	13146
3531	7177	13144
3532	7179	13142
3533	7182	13140
3534	7184	13138
3535	7186	13137
3536	7188	13134
3537	7190	13133
3538	7192	13130
3539	7194	13128
3540	7196	13126
3541	7198	13125
3542	7200	13123
3543	7202	13120
3544	7204	13117
3545	7206	13115
3546	7207	13113
3547	7209	13110
3548	7211	13108
3549	7213	13105
3550	7215	13103
3551	7217	13101
3552	7220	13101
3553	7222	13099
3554	7224	13097
3555	7227	13096
3556	7228	13093
3557	7230	13092
3558	7233	13091
3559	7236	13090
3560	7238	13088
3561	7240	13087
3562	7243	13086
3563	7246	13085
3564	7248	13084
3565	7251	13083
3566	7253	13081
3567	7255	13079
3568	7258	13078
3569	7260	13077
3570	7262	13074
3571	7264	13072
3572	7266	13069
3573	7268	13068
3574	7270	13067
3575	7272	13064
3576	7274	13061
3577	7276	13059
3578	7278	13058
3579	7280	13055
3580	7282	13053
3581	7283	13050
3582	7285	13048
3583	7287	13046
3584	7289	13044
3585	7291	13041
3586	7293	13039
3587	7294	13036
3588	7296	13033
3589	7298	13032
3590	7301	13030
3591	7302	13027
3592	7304	13025
3593	7306	13023
3594	7308	13020
3595	7310	13018
3596	7311	13015
3597	7313	13013
3598	7315	13010
3599	7317	13009
3600	7320	13008
3601	7322	13006
3602	7324	13004
3603	7326	13001
3604	7328	12999
3605	7330	12997
3606	7332	12996
3607	7334	12993
3608	7336	12991
3609	7338	12989
3610	7340	12987
3611	7342	12985
3612	7344	12982
3613	7345	12979
3614	7347	12977
3615	7349	12975
3616	7350	12972
3617	7352	12969
3618	7354	12967
3619	7356	12965
3620	7358	12963
3621	7360	12960
3622	7361	12958
3623	7363	12955
3624	7365	12953
3625	7367	12950
3626	7369	12948
3627	7371	12946
3628	7372	12943
3629	7375	12942
3630	7377	12939
3631	7379	12939
3632	7381	12936
3633	7383	12933
3634	7385	12931
3635	7387	12930
3636	7389	12928
3637	7391	12925
3638	7393	12923
3639	7394	12920
3640	7396	12918
3641	7399	12917
3642	7400	12914
3643	7402	12912
3644	7404	12910
3645	7407	12909
3646	7409	12906
3647	7411	12904
3648	7413	12902
3649	7415	12900
3650	7417	12898
3651	7418	12895
3652	7421	12893
3653	7422	12891
3654	7424	12889
3655	7427	12887
3656	7428	12884
3657	7430	12882
3658	7432	12880
3659	7434	12877
3660	7436	12875
3661	7437	12873
3662	7439	12870
3663	7440	12867
3664	7442	12865
3665	7444	12862
3666	7446	12860
3667	7448	12857
3668	7450	12855
3669	7451	12852
3670	7454	12851
3671	7455	12848
3672	7457	12846
3673	7459	12843
3674	7461	12841
3675	7463	12839
3676	7465	12838
3677	7467	12835
3678	7469	12833
3679	7471	12830
3680	7472	12828
3681	7474	12825
3682	7476	12824
3683	7478	12821
3684	7480	12819
3685	7482	12816
3686	7484	12815
3687	7486	12813
3688	7488	12811
3689	7490	12809
3690	7493	12808
3691	7495	12806
3692	7499	12807
3693	7501	12805
3694	7503	12803
3695	7505	12801
3696	7508	12800
3697	7509	12798
3698	7511	12795
3699	7513	12793
3700	7515	12791
3701	7517	12788
3702	7519	12787
3703	7521	12785
3704	7523	12783
3705	7525	12780
3706	7526	12777
3707	7528	12775
3708	7530	12773
3709	7532	12771
3710	7534	12769
3711	7536	12766
3712	7538	12764
3713	7540	12763
3714	7542	12760
3715	7544	12758
3716	7546	12755
3717	7548	12753
3718	7549	12750
3719	7551	12748
3720	7554	12747
3721	7555	12744
3722	7557	12742
3723	7559	12739
3724	7562	12738
3725	7564	12737
3726	7566	12735
3727	7569	12734
3728	7570	12731
3729	7572	12729
3730	7573	12726
3731	7575	12723
3732	7577	12721
3733	7579	12718
3734	7581	12716
3735	7582	12713
3736	7584	12711
3737	7587	12710
3738	7589	12709
3739	7591	12706
3740	7593	12704
3741	7595	12703
3742	7597	12700
3743	7599	12697
3744	7601	12695
3745	7603	12694
3746	7605	12691
3747	7606	12688
3748	7608	12685
3749	7611	12685
3750	7612	12682
3751	7614	12680
3752	7616	12677
3753	7617	12674
3754	7620	12673
3755	7621	12670
3756	7623	12668
3757	7625	12665
3758	7627	12662
3759	7629	12662
3760	7631	12660
3761	7633	12657
3762	7634	12654
3763	7636	12651
3764	7638	12650
3765	7640	12647
3766	7642	12644
3767	7643	12642
3768	7646	12641
3769	7648	12639
3770	7650	12637
3771	7651	12634
3772	7654	12633
3773	7657	12632
3774	7658	12629
3775	7660	12627
3776	7663	12625
3777	7665	12623
3778	7666	12621
3779	7668	12618
3780	7671	12617
3781	7673	12616
3782	7675	12613
3783	7678	12613
3784	7680	12611
3785	7682	12608
3786	7683	12605
3787	7685	12603
3788	7686	12599
3789	7688	12597
3790	7689	12594
3791	7691	12592
3792	7693	12590
3793	7695	12587
3794	7697	12585
3795	7698	12582
3796	7700	12579
3797	7702	12578
3798	7704	12576
3799	7706	12573
3800	7708	12570
3801	7710	12569
3802	7712	12566
3803	7714	12564
3804	7716	12563
3805	7718	12560
3806	7720	12558
3807	7721	12555
3808	7723	12553
3809	7724	12550
3810	7726	12548
3811	7729	12547
3812	7730	12544
3813	7732	12541
3814	7735	12540
3815	7738	12541
3816	7741	12540
3817	7744	12539
3818	7746	12538
3819	7748	12536
3820	7751	12535
3821	7755	12535
3822	7757	12533
3823	7759	12532
3824	7763	12532
3825	7766	12532
3826	7768	12530
3827	7770	12528
3828	7772	12526
3829	7774	12524
3830	7777	12523
3831	7778	12521
3832	7781	12519
3833	7783	12517
3834	7785	12514
3835	7787	12513
3836	7788	12510
3837	7790	12507
3838	7793	12506
3839	7795	12504
3840	7797	12502
3841	7799	12500
3842	7800	12498
3843	7803	12496
3844	7805	12494
3845	7806	12491
3846	7808	12489
3847	7811	12488
3848	7813	12487
3849	7816	12486
3850	7818	12484
3851	7820	12482
3852	7822	12480
3853	7825	12478
3854	7826	12476
3855	7828	12474
3856	7831	12473
3857	7834	12472
3858	7836	12470
3859	7838	12468
3860	7841	12468
3861	7844	12467
3862	7846	12465
3863	7848	12462
3864	7849	12460
3865	7851	12458
3866	7853	12455
3867	7855	12453
3868	7857	12451
3869	7859	12448
3870	7861	12447
3871	7863	12444
3872	7864	12441
3873	7866	12439
3874	7868	12436
3875	7870	12434
3876	7872	12432
3877	7873	12429
3878	7875	12428
3879	7877	12425
3880	7879	12422
3881	7881	12420
3882	7883	12418
3883	7884	12415
3884	7886	12412
3885	7888	12411
3886	7891	12410
3887	7892	12407
3888	7894	12404
3889	7896	12402
3890	7897	12399
3891	7899	12396
3892	7901	12394
3893	7903	12392
3894	7905	12390
3895	7907	12388
3896	7909	12387
3897	7911	12384
3898	7913	12383
3899	7915	12381
3900	7918	12379
3901	7921	12378
3902	7923	12378
3903	7925	12375
3904	7927	12373
3905	7929	12371
3906	7931	12368
3907	7932	12366
3908	7934	12363
3909	7936	12361
3910	7938	12359
3911	7941	12358
3912	7942	12355
3913	7944	12353
3914	7946	12350
3915	7948	12348
3916	7949	12346
3917	7952	12344
3918	7953	12341
3919	7955	12339
3920	7957	12337
3921	7959	12334
3922	7961	12332
3923	7963	12330
3924	7966	12329
3925	7967	12327
3926	7969	12325
3927	7971	12322
3928	7973	12319
3929	7974	12316
3930	7976	12314
3931	7977	12311
3932	7979	12308
3933	7980	12305
3934	7982	12304
3935	7985	12302
3936	7987	12300
3937	7989	12298
3938	7990	12295
3939	7992	12293
3940	7994	12291
3941	7996	12289
3942	7998	12286
3943	8000	12285
3944	8003	12283
3945	8005	12281
3946	8006	12278
3947	8008	12276
3948	8010	12274
3949	8011	12271
3950	8014	12269
3951	8016	12267
3952	8017	12265
3953	8019	12262
3954	8022	12261
3955	8023	12258
3956	8025	12256
3957	8027	12253
3958	8029	12251
3959	8031	12249
3960	8033	12248
3961	8035	12245
3962	8037	12244
3963	8039	12241
3964	8041	12239
3965	8042	12236
3966	8044	12233
3967	8046	12231
3968	8047	12228
3969	8049	12226
3970	8052	12225
3971	8053	12222
3972	8056	12221
3973	8058	12218
3974	8059	12216
3975	8062	12215
3976	8064	12212
3977	8065	12210
3978	8068	12208
3979	8069	12205
3980	8071	12203
3981	8073	12200
3982	8074	12198
3983	8076	12196
3984	8078	12194
3985	8080	12191
3986	8082	12189
3987	8083	12186
3988	8085	12184
3989	8087	12182
3990	8089	12179
3991	8090	12176
3992	8092	12174
3993	8094	12171
3994	8096	12169
3995	8098	12167
3996	8099	12164
3997	8101	12162
3998	8103	12160
3999	8105	12158
4000	8107	12156
4001	8109	12154
4002	8111	12151
4003	8113	12150
4004	8115	12147
4005	8117	12145
4006	8118	12142
4007	8120	12139
4008	8121	12137
4009	8123	12134
4010	8125	12132
4011	8127	12130
4012	8128	12127
4013	8132	12127
4014	8133	12124
4015	8135	12122
4016	8137	12120
4017	8139	12117
4018	8141	12115
4019	8142	12113
4020	8144	12110
4021	8146	12108
4022	8148	12106
4023	8150	12104
4024	8152	12102
4025	8154	12099
4026	8156	12097
4027	8158	12096
4028	8161	12095
4029	8163	12092
4030	8164	12090
4031	8166	12087
4032	8168	12085
4033	8170	12083
4034	8172	12081
4035	8174	12080
4036	8177	12078
4037	8178	12075
4038	8180	12073
4039	8183	12072
4040	8184	12069
4041	8186	12067
4042	8189	12066
4043	8190	12063
4044	8192	12061
4045	8194	12059
4046	8197	12057
4047	8199	12055
4048	8200	12052
4049	8202	12050
4050	8204	12048
4051	8205	12045
4052	8207	12042
4053	8209	12041
4054	8211	12039
4055	8213	12037
4056	8215	12034
4057	8217	12032
4058	8219	12030
4059	8221	12027
4060	8222	12025
4061	8224	12022
4062	8226	12020
4063	8228	12018
4064	8230	12016
4065	8231	12013
4066	8233	12011
4067	8235	12009
4068	8237	12006
4069	8239	12004
4070	8240	12001
4071	8242	11999
4072	8243	11996
4073	8245	11993
4074	8246	11990
4075	8248	11988
4076	8250	11986
4077	8252	11984
4078	8254	11981
4079	8256	11979
4080	8257	11977
4081	8259	11974
4082	8261	11972
4083	8263	11970
4084	8265	11968
4085	8268	11967
4086	8270	11965
4087	8272	11963
4088	8275	11962
4089	8277	11961
4090	8279	11959
4091	8281	11956
4092	8283	11955
4093	8286	11953
4094	8288	11951
4095	8291	11950
4096	8293	11948
4097	8295	11947
4098	8297	11945
4099	8300	11943
4100	8302	11942
4101	8304	11940
4102	8306	11937
4103	8308	11936
4104	8310	11934
4105	8312	11932
4106	8314	11930
4107	8317	11929
4108	8320	11928
4109	8322	11926
4110	8324	11924
4111	8326	11922
4112	8328	11920
4113	8330	11918
4114	8331	11915
4115	8334	11913
4116	8336	11912
4117	8338	11909
4118	8339	11907
4119	8342	11906
4120	8344	11904
4121	8346	11902
4122	8348	11899
4123	8350	11897
4124	8352	11896
4125	8354	11893
4126	8356	11891
4127	8357	11888
4128	8359	11886
4129	8361	11884
4130	8363	11881
4131	8365	11879
4132	8367	11878
4133	8370	11877
4134	8374	11877
4135	8376	11876
4136	8378	11873
4137	8379	11871
4138	8382	11869
4139	8383	11866
4140	8385	11864
4141	8386	11861
4142	8388	11858
4143	8389	11856
4144	8391	11853
4145	8393	11851
4146	8395	11849
4147	8397	11847
4148	8399	11845
4149	8401	11842
4150	8403	11841
4151	8405	11839
4152	8407	11836
4153	8410	11835
4154	8412	11834
4155	8414	11831
4156	8416	11829
4157	8418	11828
4158	8420	11826
4159	8423	11824
4160	8425	11822
4161	8427	11820
4162	8428	11818
4163	8430	11816
4164	8432	11814
4165	8434	11812
4166	8437	11811
4167	8439	11808
4168	8442	11808
4169	8444	11805
4170	8446	11803
4171	8447	11801
4172	8449	11798
4173	8451	11796
4174	8453	11794
4175	8456	11793
4176	8457	11790
4177	8460	11789
4178	8461	11786
4179	8463	11784
4180	8465	11781
4181	8467	11779
4182	8469	11777
4183	8471	11775
4184	8473	11774
4185	8475	11771
4186	8477	11769
4187	8480	11768
4188	8481	11765
4189	8483	11763
4190	8485	11761
4191	8487	11759
4192	8488	11756
4193	8490	11754
4194	8492	11751
4195	8494	11749
4196	8496	11748
4197	8498	11745
4198	8500	11743
4199	8502	11741
4200	8503	11738
4201	8505	11735
4202	8507	11733
4203	8508	11730
4204	8510	11728
4205	8512	11726
4206	8515	11725
4207	8517	11723
4208	8520	11722
4209	8522	11720
4210	8524	11718
4211	8525	11715
4212	8529	11715
4213	8530	11713
4214	8532	11710
4215	8535	11709
4216	8536	11707
4217	8538	11704
4218	8541	11703
4219	8543	11702
4220	8545	11700
4221	8547	11698
4222	8550	11696
4223	8552	11694
4224	8554	11692
4225	8556	11690
4226	8558	11688
4227	8560	11686
4228	8562	11684
4229	8564	11682
4230	8566	11680
4231	8568	11678
4232	8570	11676
4233	8573	11675
4234	8575	11673
4235	8577	11671
4236	8579	11669
4237	8581	11667
4238	8584	11666
4239	8587	11665
4240	8588	11663
4241	8590	11661
4242	8592	11658
4243	8594	11656
4244	8596	11654
4245	8598	11652
4246	8600	11649
4247	8602	11647
4248	8604	11645
4249	8606	11644
4250	8609	11643
4251	8611	11640
4252	8613	11639
4253	8615	11637
4254	8618	11636
4255	8621	11635
4256	8623	11633
4257	8626	11633
4258	8628	11631
4259	8630	11629
4260	8632	11626
4261	8634	11624
4262	8636	11622
4263	8638	11620
4264	8641	11619
4265	8643	11617
4266	8645	11615
4267	8647	11613
4268	8649	11611
4269	8651	11609
4270	8653	11607
4271	8655	11605
4272	8657	11603
4273	8659	11601
4274	8661	11598
4275	8663	11597
4276	8665	11594
4277	8667	11592
4278	8668	11589
4279	8670	11587
4280	8672	11585
4281	8674	11583
4282	8676	11581
4283	8677	11578
4284	8679	11576
4285	8681	11573
4286	8683	11571
4287	8687	11572
4288	8688	11569
4289	8690	11567
4290	8692	11565
4291	8695	11563
4292	8697	11562
4293	8699	11559
4294	8701	11557
4295	8703	11555
4296	8704	11553
4297	8706	11550
4298	8708	11548
4299	8710	11547
4300	8712	11544
4301	8714	11542
4302	8716	11539
4303	8718	11537
4304	8719	11534
4305	8721	11533
4306	8724	11531
4307	8726	11530
4308	8728	11528
4309	8731	11526
4310	8733	11524
4311	8735	11523
4312	8737	11520
4313	8738	11518
4314	8740	11515
4315	8742	11513
4316	8744	11511
4317	8746	11509
4318	8748	11507
4319	8750	11504
4320	8752	11503
4321	8754	11501
4322	8756	11499
4323	8758	11497
4324	8760	11494
4325	8762	11492
4326	8763	11490
4327	8766	11488
4328	8768	11486
4329	8770	11484
4330	8772	11482
4331	8775	11482
4332	8778	11480
4333	8780	11478
4334	8782	11476
4335	8784	11474
4336	8785	11472
4337	8787	11469
4338	8790	11468
4339	8792	11466
4340	8794	11464
4341	8795	11461
4342	8797	11459
4343	8799	11457
4344	8801	11455
4345	8803	11452
4346	8805	11450
4347	8806	11447
4348	8808	11446
4349	8811	11444
4350	8813	11442
4351	8816	11441
4352	8819	11440
4353	8821	11438
4354	8822	11435
4355	8825	11434
4356	8826	11432
4357	8828	11430
4358	8830	11427
4359	8832	11425
4360	8835	11424
4361	8837	11422
4362	8839	11420
4363	8841	11419
4364	8844	11417
4365	8846	11415
4366	8848	11414
4367	8850	11412
4368	8852	11409
4369	8854	11407
4370	8855	11404
4371	8857	11402
4372	8859	11399
4373	8860	11397
4374	8862	11394
4375	8864	11392
4376	8866	11390
4377	8868	11388
4378	8870	11386
4379	8873	11385
4380	8875	11383
4381	8877	11380
4382	8878	11378
4383	8881	11377
4384	8884	11375
4385	8885	11373
4386	8887	11371
4387	8889	11368
4388	8892	11368
4389	8894	11366
4390	8897	11364
4391	8899	11363
4392	8901	11361
4393	8902	11358
4394	8905	11357
4395	8907	11355
4396	8908	11352
4397	8910	11350
4398	8913	11349
4399	8915	11346
4400	8917	11344
4401	8919	11342
4402	8921	11340
4403	8923	11338
4404	8924	11335
4405	8927	11334
4406	8929	11332
4407	8932	11331
4408	8934	11330
4409	8937	11328
4410	8939	11326
4411	8940	11324
4412	8942	11321
4413	8944	11319
4414	8946	11317
4415	8948	11314
4416	8950	11313
4417	8952	11310
4418	8954	11309
4419	8956	11306
4420	8959	11305
4421	8961	11303
4422	8962	11301
4423	8964	11299
4424	8966	11297
4425	8968	11294
4426	8970	11292
4427	8973	11291
4428	8974	11288
4429	8976	11286
4430	8978	11284
4431	8980	11282
4432	8983	11281
4433	8985	11279
4434	8987	11277
4435	8988	11274
4436	8990	11271
4437	8991	11269
4438	8994	11267
4439	8995	11264
4440	8998	11263
4441	9000	11261
4442	9002	11260
4443	9005	11258
4444	9006	11256
4445	9009	11254
4446	9011	11252
4447	9013	11250
4448	9015	11248
4449	9016	11245
4450	9019	11243
4451	9020	11241
4452	9022	11239
4453	9024	11236
4454	9026	11234
4455	9027	11232
4456	9029	11229
4457	9031	11227
4458	9033	11224
4459	9034	11222
4460	9036	11220
4461	9039	11219
4462	9041	11217
4463	9043	11215
4464	9045	11212
4465	9047	11211
4466	9049	11209
4467	9051	11207
4468	9054	11205
4469	9056	11203
4470	9058	11202
4471	9060	11199
4472	9062	11198
4473	9065	11196
4474	9067	11194
4475	9068	11191
4476	9070	11189
4477	9072	11187
4478	9074	11186
4479	9076	11183
4480	9078	11181
4481	9080	11179
4482	9082	11177
4483	9084	11175
4484	9086	11172
4485	9087	11170
4486	9089	11167
4487	9091	11165
4488	9093	11163
4489	9095	11161
4490	9098	11160
4491	9099	11158
4492	9101	11155
4493	9104	11154
4494	9105	11151
4495	9107	11149
4496	9109	11147
4497	9111	11145
4498	9113	11143
4499	9115	11141
4500	9118	11139
4501	9120	11138
4502	9123	11136
4503	9125	11135
4504	9128	11134
4505	9130	11132
4506	9132	11130
4507	9133	11127
4508	9136	11126
4509	9138	11123
4510	9140	11121
4511	9142	11119
4512	9143	11117
4513	9146	11115
4514	9147	11113
4515	9149	11111
4516	9151	11108
4517	9153	11106
4518	9155	11104
4519	9156	11101
4520	9158	11099
4521	9160	11097
4522	9162	11094
4523	9163	11092
4524	9166	11091
4525	9168	11088
4526	9170	11086
4527	9172	11084
4528	9174	11082
4529	9176	11080
4530	9178	11078
4531	9180	11076
4532	9181	11073
4533	9183	11071
4534	9185	11069
4535	9188	11068
4536	9189	11065
4537	9191	11063
4538	9193	11061
4539	9195	11058
4540	9197	11056
4541	9199	11054
4542	9200	11051
4543	9202	11048
4544	9203	11046
4545	9205	11044
4546	9207	11041
4547	9208	11039
4548	9210	11037
4549	9212	11035
4550	9215	11033
4551	9218	11033
4552	9220	11030
4553	9222	11029
4554	9224	11027
4555	9226	11024
4556	9229	11024
4557	9232	11022
4558	9233	11020
4559	9235	11018
4560	9237	11015
4561	9239	11013
4562	9240	11010
4563	9242	11008
4564	9245	11006
4565	9246	11004
4566	9248	11002
4567	9250	10999
4568	9252	10998
4569	9254	10996
4570	9255	10993
4571	9257	10990
4572	9259	10988
4573	9261	10986
4574	9263	10984
4575	9265	10982
4576	9267	10980
4577	9269	10978
4578	9271	10975
4579	9272	10973
4580	9274	10970
4581	9276	10969
4582	9278	10967
4583	9280	10965
4584	9284	10965
4585	9286	10962
4586	9287	10960
4587	9290	10958
4588	9291	10956
4589	9294	10954
4590	9296	10952
4591	9298	10950
4592	9300	10948
4593	9302	10946
4594	9303	10943
4595	9305	10941
4596	9307	10939
4597	9310	10938
4598	9312	10936
4599	9314	10934
4600	9315	10931
4601	9318	10930
4602	9320	10928
4603	9322	10926
4604	9324	10924
4605	9326	10922
4606	9328	10920
4607	9330	10918
4608	9332	10916
4609	9334	10913
4610	9336	10911
4611	9338	10909
4612	9340	10908
4613	9343	10906
4614	9345	10904
4615	9346	10901
4616	9348	10899
4617	9350	10897
4618	9352	10895
4619	9354	10892
4620	9355	10890
4621	9357	10888
4622	9359	10886
4623	9361	10884
4624	9363	10881
4625	9364	10878
4626	9366	10876
4627	9368	10874
4628	9369	10871
4629	9371	10869
4630	9373	10867
4631	9375	10865
4632	9377	10863
4633	9379	10861
4634	9381	10858
4635	9383	10856
4636	9384	10854
4637	9386	10851
4638	9388	10849
4639	9390	10847
4640	9392	10845
4641	9393	10842
4642	9395	10840
4643	9398	10839
4644	9400	10837
4645	9402	10835
4646	9404	10832
4647	9406	10830
4648	9408	10829
4649	9410	10826
4650	9412	10824
4651	9413	10822
4652	9415	10819
4653	9417	10817
4654	9420	10816
4655	9421	10813
4656	9423	10811
4657	9425	10810
4658	9427	10807
4659	9429	10804
4660	9431	10803
4661	9433	10801
4662	9435	10799
4663	9437	10796
4664	9439	10794
4665	9441	10792
4666	9442	10790
4667	9444	10788
4668	9446	10786
4669	9449	10784
4670	9451	10782
4671	9453	10781
4672	9455	10778
4673	9458	10777
4674	9459	10775
4675	9461	10772
4676	9463	10770
4677	9466	10769
4678	9467	10766
4679	9469	10764
4680	9472	10763
4681	9473	10760
4682	9475	10758
4683	9477	10756
4684	9479	10754
4685	9482	10752
4686	9484	10750
4687	9485	10748
4688	9487	10746
4689	9489	10743
4690	9491	10742
4691	9493	10740
4692	9495	10737
4693	9497	10735
4694	9499	10733
4695	9501	10731
4696	9502	10728
4697	9505	10727
4698	9507	10725
4699	9508	10722
4700	9510	10720
4701	9512	10717
4702	9513	10715
4703	9515	10712
4704	9517	10711
4705	9520	10709
4706	9522	10707
4707	9524	10706
4708	9526	10703
4709	9528	10701
4710	9530	10699
4711	9532	10698
4712	9534	10696
4713	9536	10693
4714	9538	10691
4715	9541	10690
4716	9543	10688
4717	9545	10686
4718	9547	10684
4719	9549	10682
4720	9551	10680
4721	9553	10677
4722	9555	10676
4723	9557	10674
4724	9559	10672
4725	9561	10669
4726	9562	10667
4727	9564	10664
4728	9565	10662
4729	9567	10659
4730	9568	10656
4731	9570	10654
4732	9572	10652
4733	9574	10650
4734	9576	10648
4735	9578	10646
4736	9581	10645
4737	9583	10643
4738	9585	10641
4739	9587	10639
4740	9589	10637
4741	9591	10635
4742	9595	10634
4743	9597	10633
4744	9598	10630
4745	9600	10628
4746	9602	10626
4747	9604	10623
4748	9605	10621
4749	9607	10618
4750	9609	10616
4751	9611	10614
4752	9613	10612
4753	9615	10610
4754	9616	10607
4755	9618	10605
4756	9619	10602
4757	9621	10600
4758	9624	10599
4759	9626	10597
4760	9627	10594
4761	9630	10593
4762	9632	10591
4763	9634	10588
4764	9636	10587
4765	9638	10585
4766	9640	10583
4767	9642	10580
4768	9644	10578
4769	9645	10576
4770	9647	10573
4771	9649	10571
4772	9650	10568
4773	9652	10566
4774	9654	10564
4775	9656	10562
4776	9658	10559
4777	9659	10557
4778	9661	10555
4779	9663	10552
4780	9665	10551
4781	9667	10548
4782	9669	10546
4783	9670	10544
4784	9673	10542
4785	9674	10540
4786	9677	10538
4787	9679	10536
4788	9680	10533
4789	9682	10531
4790	9684	10529
4791	9686	10527
4792	9689	10526
4793	9690	10523
4794	9692	10521
4795	9694	10518
4796	9695	10516
4797	9697	10514
4798	9699	10512
4799	9701	10509
4800	9703	10507
4801	9705	10505
4802	9707	10504
4803	9709	10501
4804	9711	10499
4805	9712	10496
4806	9714	10494
4807	9718	10494
4808	9720	10492
4809	9722	10490
4810	9724	10488
4811	9726	10486
4812	9729	10485
4813	9730	10482
4814	9732	10480
4815	9734	10478
4816	9736	10476
4817	9739	10474
4818	9741	10472
4819	9742	10470
